motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18367-9202,18367,Policy & Strategic Priorities,2023-04-26,9202,8. 1133 Robson Street - Primary Holdings Ltd (Fantacity Restaurant) Dual Licence - Liquor Primary Licence Application Liquor Establishment Class 2,2023-04-26T12:24:01-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18367-9201,18367,Policy & Strategic Priorities,2023-04-26,9201,6. 110 Water Street (Basement & Mezzanine Level) Little Mountain Gallery Community Arts Performance Association Liquor Primary Liquor Licence Applicat,2023-04-26T12:23:00-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18366-9199,18366,Public Hearing,2023-04-25,9199,3. CD-1 Rezoning: 3205 Arbutus Street,2023-04-25T18:47:19-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18366-9198,18366,Public Hearing,2023-04-25,9198,2. Rezoning: 5995-6015 Dunbar Street,2023-04-25T18:38:54-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18366-9197,18366,Public Hearing,2023-04-25,9197,1. Rezoning: 657-685 East 18th Avenue,2023-04-25T18:25:14-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9196,18365,Council,2023-04-25,9196,8. Water Works By-law Exemptions and/or Viable Exceptions for Notable Decorative City Water Features,2023-04-25T17:16:40-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 5, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9195,18365,Council,2023-04-25,9195,2. 2023 Property Taxation: Distribution of Property Tax Levy,2023-04-25T16:30:46-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9194,18365,Council,2023-04-25,9194,2. 2023 Property Taxation: Distribution of Property Tax Levy,2023-04-25T16:30:13-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9193,18365,Council,2023-04-25,9193,2. 2023 Property Taxation: Distribution of Property Tax Levy,2023-04-25T16:21:53-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9192,18365,Council,2023-04-25,9192,2. 2023 Property Taxation: Distribution of Property Tax Levy,2023-04-25T16:16:56-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9189,18365,Council,2023-04-25,9189,7. Oak Park - Permanent Public Park Designation,2023-04-25T12:30:46-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9188,18365,Council,2023-04-25,9188,6. Funding Application to Disaster Risk Reduction-Climate Adaptation Program,2023-04-25T12:30:31-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9187,18365,Council,2023-04-25,9187,"5. Kerrisdale Park/Point Grey Secondary School Track and Field - Licence Agreement and Custody, Care, and Management of Land",2023-04-25T12:29:36-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9186,18365,Council,2023-04-25,9186,4. Vancouver Heritage Foundation Board - Annual Report 2022,2023-04-25T12:29:21-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9185,18365,Council,2023-04-25,9185,COMM 1. Changes to the 2023 Meeting Schedule,2023-04-25T12:28:29-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9184,18365,Council,2023-04-25,9184,3. 2022 Property Tax Exemptions,2023-04-25T12:28:20-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9183,18365,Council,2023-04-25,9183,1. Accessibility Strategy Implementation Update and Council Motion Report Back,2023-04-25T11:59:46-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18365-9182,18365,Council,2023-04-25,9182,1. Accessibility Strategy Implementation Update and Council Motion Report Back,2023-04-25T11:57:09-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18364-9181,18364,Public Hearing,2023-04-13,9181,2. Minor Regulatory and Policy Amendments,2023-04-13T18:23:37-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18364-9180,18364,Public Hearing,2023-04-13,9180,1. Miscellaneous Amendments â€“ Zoning and Development By-law and Various Other By laws and Land Use Documents,2023-04-13T18:13:07-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9178,18363,Council,2023-04-12,9178,Annual Procurement Report 2022,2023-04-12T12:35:42-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9177,18363,Council,2023-04-12,9177,"Expanding the Inter-municipal TNS Business Licence to include Hope, Kent and Mission",2023-04-12T12:35:18-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9176,18363,Council,2023-04-12,9176,New Leases for Eight Child Care Centres and Two Family Place Drop-in Centres,2023-04-12T12:34:55-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9175,18363,Council,2023-04-12,9175,Updating Guidelines to Allow for Wine-on-Shelf Sales in Vancouver Grocery Stores (Membersâ€™ Motion B3),2023-04-12T12:24:06-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9174,18363,Council,2023-04-12,9174,Improving Climate Resilience and Reducing Emissions in Existing Multi-Family Buildings (Membersâ€™ Motion B2),2023-04-12T12:09:37-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9173,18363,Council,2023-04-12,9173,Amping up the Arts Event License Policy to Support Arts & Culture in Vancouver (Membersâ€™ Motion B4) - Final Amended Motion,2023-04-12T11:58:15-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9172,18363,Council,2023-04-12,9172,Amping up the Arts Event License Policy to Support Arts & Culture in Vancouver (Membersâ€™ Motion B4)- Amended Amendment,2023-04-12T11:52:15-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9171,18363,Council,2023-04-12,9171,Amping up the Arts Event License Policy to Support Arts & Culture in Vancouver (Membersâ€™ Motion B4) - Amendment to Amendment,2023-04-12T11:51:44-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9170,18363,Council,2023-04-12,9170,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Final Amended Motion,2023-04-12T11:09:50-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 2, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9169,18363,Council,2023-04-12,9169,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Amendment 4,2023-04-12T11:01:11-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9168,18363,Council,2023-04-12,9168,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Amendment 3,2023-04-12T10:43:36-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9166,18363,Council,2023-04-12,9166,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Amendment to Amendment (Amendment 3),2023-04-12T10:40:42-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9165,18363,Council,2023-04-12,9165,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Amended Amendment,2023-04-12T10:30:13-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9164,18363,Council,2023-04-12,9164,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5)- Amendment to Amendment,2023-04-12T10:29:01-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9163,18363,Council,2023-04-12,9163,Mayorâ€™s Budget Task Force (Membersâ€™ Motion B5) - Amendment 1,2023-04-12T10:13:02-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18363-9162,18363,Council,2023-04-12,9162,2023 Cultural Grants (Balance of Operating Grants),2023-04-12T09:44:26-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9161,18362,Council,2023-04-11,9161,By-Law 2 - A By-law to amend License By-law No. 4450 regarding the sale of bear spray - By-law as Amended,2023-04-11T10:54:52-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9160,18362,Council,2023-04-11,9160,By-Law 2 - A By-law to amend License By-law No. 4450 regarding the sale of bear spray - Amendment,2023-04-11T10:54:29-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9159,18362,Council,2023-04-11,9159,By-laws - Reconsideration Vote,2023-04-11T10:53:52-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9158,18362,Council,2023-04-11,9158,"5. CD-1 Rezoning: 208 East 54th Avenue, 7018-7078 Main Street and 211 East 55th Avenue",2023-04-11T10:53:23-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9157,18362,Council,2023-04-11,9157,4. CD-1 Rezoning: 855-865 West 10th Avenue,2023-04-11T10:52:48-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9156,18362,Council,2023-04-11,9156,3. CD-1 Rezoning: 1040-1080 Barclay Street,2023-04-11T10:52:23-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9154,18362,Council,2023-04-11,9154,2. City-Initiated Zoning Changes for Townhouses and Rowhouses in the Cambie Corridor,2023-04-11T10:51:43-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9152,18362,Council,2023-04-11,9152,1. Recalibration of Density Bonus Contributions,2023-04-11T10:50:54-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9151,18362,Council,2023-04-11,9151,4. Funding Application to the UBCM Community Emergency Preparedness Fund for Emergency Operations Centres (EOCs) and Training,2023-04-11T10:50:20-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9150,18362,Council,2023-04-11,9150,"3. Auditor General Committee March 2, 2023 Recommendations Transmittal Report",2023-04-11T10:49:44-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9149,18362,Council,2023-04-11,9149,2. Sites for 2023 Alcohol Consumption in Public Plazas Program,2023-04-11T10:49:02-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18362-9148,18362,Council,2023-04-11,9148,1. Recalibration of Community Amenity Contribution Targets,2023-04-11T10:48:01-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9145,18460,Policy & Strategic Priorities,2023-03-30,9145,11. 23 West Cordova Street - 1220123 B.C. Ltd. (Blood Alley Music Hall) Event-Drive Liquor Primary Licence Application Liquor Establishment (Venue),2023-03-30T18:54:25-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9144,18460,Policy & Strategic Priorities,2023-03-30,9144,13. Water Works By-law Exemptions and/or Viable Exceptions for Notable Decorative City Water Features (Motion B.2),2023-03-30T18:49:07-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9143,18460,Policy & Strategic Priorities,2023-03-30,9143,10. 251 East Georgia Street - Blind Tiger Hospitality Ltd (Blind Tiger Dumplings) Dual Licence - Liquor Primary Licence Application Liquor Establishme,2023-03-30T18:25:51-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9142,18460,Policy & Strategic Priorities,2023-03-30,9142,10. 251 East Georgia Street - Blind Tiger Hospitality Ltd (Blind Tiger Dumplings) Dual Licence - Liquor Primary Licence Application Liquor Establishme,2023-03-30T18:19:22-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9141,18460,Policy & Strategic Priorities,2023-03-30,9141,8. 1728 Commercial Drive - 1280646 B.C. Ltd (Osita) Liquor Primary Licence Application Liquor Establishment - Class 2,2023-03-30T18:13:12-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9140,18460,Policy & Strategic Priorities,2023-03-30,9140,7. 67 West 6th Avenue - Turntable Hospitality Corporation (Mount Pleasant Vintage & Provisions) Dual Licence - Liquor Primary Licence Application Liqu,2023-03-30T18:08:23-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9139,18460,Policy & Strategic Priorities,2023-03-30,9139,2. Broadway Active Transportation Lanes - Next Steps,2023-03-30T15:50:00-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18460-9138,18460,Policy & Strategic Priorities,2023-03-30,9138,2. Broadway Active Transportation Lanes - Next Steps,2023-03-30T15:46:21-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9137,18359,Policy & Strategic Priorities,2023-03-29,9137,3. West End Rezoning Policy: Secured Rental Housing Option in the Burrard Corridor,2023-03-29T15:55:49-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9136,18359,Policy & Strategic Priorities,2023-03-29,9136,3. West End Rezoning Policy: Secured Rental Housing Option in the Burrard Corridor,2023-03-29T15:52:40-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9135,18359,Policy & Strategic Priorities,2023-03-29,9135,1. Broadway Plan Implementation,2023-03-29T14:58:46-07:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9134,18359,Policy & Strategic Priorities,2023-03-29,9134,1. Broadway Plan Implementation,2023-03-29T14:57:44-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9133,18359,Policy & Strategic Priorities,2023-03-29,9133,1. Broadway Plan Implementation,2023-03-29T14:29:39-07:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9132,18359,Policy & Strategic Priorities,2023-03-29,9132,1. Broadway Plan Implementation,2023-03-29T14:05:40-07:00,Lost,11,"{""In Favour"": 1, ""In Opposition"": 8, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9131,18359,Policy & Strategic Priorities,2023-03-29,9131,1. Broadway Plan Implementation,2023-03-29T13:47:32-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18359-9130,18359,Policy & Strategic Priorities,2023-03-29,9130,9. 1149 Granville Street - Yorlenys Zuniga Morelo (Union Latino's Restaurant) Dual Licence - Liquor Primary Licence Application Liquor Establishment -,2023-03-29T12:00:52-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
